CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
45.312,National Leadership Grants,consistency,20925000.00
45.313,Laura Bush 21st Century Librarian Program,consistency,26500000.00
47.082,TRANS-NSF RECOVERY ACT RESEARCH SUPPORT,consistency,3002000000.00
77.006,U. S. Nuclear Regulatory Commission Nuclear Education Grant Program,consistency,4741600.00
77.007,U.S. Nuclear Regulatory Commission Minority Serving Institutions Program (MSIP),consistency,1010900.00
77.008,U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,consistency,14997887.00
77.009,U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program,consistency,1500000.00
57.001,Social Insurance for Railroad Workers,consistency,10711000000.00
57.005,ECONOMIC RECOVERY PAYMENTS,consistency,135000000.00
59.046,Microloan Program,consistency,26996000.00
59.007,7(j) Technical Assistance,consistency,3756000.00
59.037,Small Business Development Centers,consistency,101600000.00
59.043,Women's Business Ownership Assistance,consistency,21601000.00
59.044,Veterans Business Development,consistency,5463000.00
59.051,New Markets Venture Capital Program,consistency,251000.00
59.052,Native American Outreach,consistency,1685000.00
59.055,HUBZone Program,consistency,8150000.00
59.070,Drug-Free Workplace Program,consistency,1098000.00
96.021,Social Security Economic Recovery Act Payments,consistency,13000000000.00
19.011,ACADEMIC EXCHANGE PROGRAMS - SPECIAL ACADEMIC EXCHANGE PROGRAMS,consistency,33602000.00
19.012,Professional and Cultural Exchange Programs - Special Professional and Cultural Programs,consistency,11663000.00
19.014,One-Time International Exchange Grant Program,consistency,6000000.00
19.017,Environmental and Scientific Partnerships and Programs,consistency,32000000.00
19.019,International Programs to Combat Human Trafficking,consistency,21000000.00
19.022,Educational and Cultural Exchange Programs Appropriation Overseas Grants,consistency,10000000.00
19.025,U.S. Ambassadors Fund for Cultural Preservation,consistency,5228000.00
19.345,"International Programs to Support Democracy, Human Rights and Labor",consistency,79000000.00
19.400,Educational Exchange_Graduate Students,consistency,127197425.00
19.401,Educational Exchange_University Lecturers (Professors) and Research Scholars,consistency,52867350.00
19.402,International Visitors Program,consistency,52300000.00
19.415,Professional Exchanges_Annual Open Grant,consistency,69396000.00
19.517,Overseas Refugee Assistance Programs for Africa,consistency,354000000.00
19.408,Educational Exchange_Teachers from Secondary and Postsecondary Levels and School Administrators,consistency,12955000.00
19.421,Exchange_English Language Fellow Program,consistency,15090000.00
19.432,Overseas Educational Advising,consistency,8249000.00
19.511,Overseas Refugee Assistance Programs for East Asia,consistency,37000000.00
19.518,Overseas Refugee Assistance Programs for Western Hemisphere,consistency,46000000.00
19.520,Overseas Refugee Assistance Programs for Europe,consistency,65000000.00
19.522,Overseas Refugee Assistance Programs for Strategic Global Priorities,consistency,98000000.00
91.001,Unsolicited Grant Program,consistency,2000000.00
91.002,Solicited Grant Program,consistency,1500000.00
85.002,MCC Foreign Assistance for Overseas Programs,consistency,7400000.00
85.003,MCC Domestic Assistance for Overseas Programs,consistency,7400000.00
85.102,Christopher Columbus Awards,consistency,250000.00
85.500,James Madison Memorial Fellowship Program,consistency,1175000.00
85.100,Christopher Columbus Fellowship Program,consistency,300000.00
85.401,Morris K. Udall Fellowship Program,consistency,48000.00
85.104,Life Sciences Awards,consistency,45000.00
85.400,Morris K. Udall Scholarship Program,consistency,417500.00
85.402,Morris K. Udall Native American Congressional Internship Program,consistency,97680.00
85.101,Homeland Security Award,consistency,25000.00
