Program Number,Program Name,Fiscal Year,Agency,CFDA Obligations,USASpending Obligations,Delta,Percent under/over reported
81.127,Energy Efficient Appliance Rebate Program (EEARP),2011,Department of Energy,0.00,,0.00,0.00
81.128,Energy Efficiency and Conservation Block Grant Program (EECBG) ,2011,Department of Energy,0.00,-72900.00,-72900.00,
84.002,Adult Education - Basic Grants to States,2011,Department of Education,612315000.00,,-612315000.00,-1.00
84.010,Title I Grants to Local Educational Agencies,2011,Department of Education,492401000.00,,-492401000.00,-1.00
84.011,Migrant Education_State Grant Program,2011,Department of Education,394771000.00,,-394771000.00,-1.00
84.013,Title I Program for Neglected and Delinquent Children,2011,Department of Education,50427000.00,,-50427000.00,-1.00
84.027,Special Education_Grants to States,2011,Department of Education,11755211000.00,,-11755211000.00,-1.00
84.041,Impact Aid,2011,Department of Education,1271319000.00,636745045.00,-634573955.00,-0.50
84.048,Career and Technical Education -- Basic Grants to States,2011,Department of Education,1264000000.00,,-1264000000.00,-1.00
84.060,Indian Education_Grants to Local Educational Agencies,2011,Department of Education,104331000.00,,-104331000.00,-1.00
84.069,Leveraging Educational Assistance Partnership,2011,Department of Education,0.00,,0.00,0.00
84.126,Rehabilitation Services_Vocational Rehabilitation Grants to States,2011,Department of Education,3047247000.00,1292648433.00,-1754598567.00,-0.58
84.161,Rehabilitation Services_Client Assistance Program,2011,Department of Education,12288000.00,4988047.00,-7299953.00,-0.59
84.169,Independent Living_State Grants,2011,Department of Education,23450000.00,9828931.00,-13621069.00,-0.58
84.173,Special Education_Preschool Grants,2011,Department of Education,374099000.00,,-374099000.00,-1.00
84.177,Rehabilitation Services_Independent Living Services for Older Individuals Who are Blind,2011,Department of Education,34151000.00,14316582.00,-19834418.00,-0.58
84.181,Special Education-Grants for Infants and Families,2011,Department of Education,439427000.00,,-439427000.00,-1.00
84.185,Byrd Honors Scholarships,2011,Department of Education,0.00,,0.00,0.00
84.186,Safe and Drug-Free Schools and Communities_State Grants,2011,Department of Education,0.00,,0.00,0.00
84.187,Supported Employment Services for Individuals with Significant Disabilities,2011,Department of Education,29181000.00,12103249.00,-17077751.00,-0.59
84.196,Education for Homeless Children and Youth,2011,Department of Education,65427000.00,,-65427000.00,-1.00
84.213,Even Start_State Educational Agencies,2011,Department of Education,46000000.00,,-46000000.00,-1.00
84.224,Assistive Technology,2011,Department of Education,25660000.00,10564860.00,-15095140.00,-0.59
84.240,Program of Protection and Advocacy of Individual Rights,2011,Department of Education,18101000.00,7347556.00,-10753444.00,-0.59
84.243,Tech-Prep Education,2011,Department of Education,0.00,,0.00,0.00
84.287,Twenty-First Century Community Learning Centers,2011,Department of Education,1166166000.00,,-1166166000.00,-1.00
84.318,Education Technology State Grants,2011,Department of Education,100000000.00,,-100000000.00,-1.00
84.331,Grants to States for Workplace and Community Transition Training for Incarcerated Individuals,2011,Department of Education,17186000.00,84658.00,-17101342.00,-1.00
84.332,Comprehensive School Reform Demonstration,2011,Department of Education,0.00,,0.00,0.00
84.343,Assistive Technology_State Grants for Protection and Advocacy,2011,Department of Education,4300000.00,1766752.00,-2533248.00,-0.59
84.358,Rural Education,2011,Department of Education,174822000.00,,-174822000.00,-1.00
84.365,English Language Acquisition Grants,2011,Department of Education,73900000.00,3462500.00,-70437500.00,-0.95
84.367,Improving Teacher Quality State Grants,2011,Department of Education,2947749000.00,,-2947749000.00,-1.00
84.369,Grants for State Assessments and Related Activities,2011,Department of Education,450000000.00,,-450000000.00,-1.00
84.377,School Improvement Grants,2011,Department of Education,900000000.00,43265952.00,-856734048.00,-0.95
84.378,College Access Challenge Grant Program,2011,Department of Education,150000000.00,,-150000000.00,-1.00
84.383,Homeless Education Disaster Assistance Program,2011,Department of Education,0.00,,0.00,0.00
84.386,"Education Technology State Grants, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.387," Education for Homeless Children and Youth, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.388,"School Improvement Grants, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.389,"Title I Grants to Local Educational Agencies, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.390,"Rehabilitation Services-Vocational Rehabilitation Grants to States, Recovery Act ",2011,Department of Education,0.00,,0.00,0.00
84.391,"Special Education Grants to States, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.392,"Special Education - Preschool Grants, Recovery Act ",2011,Department of Education,0.00,,0.00,0.00
84.393,"Special Education - Grants for Infants and Families, Recover Act",2011,Department of Education,0.00,,0.00,0.00
84.394,"State Fiscal Stabilization Fund (SFSF) -  Education State Grants, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.397,"State Fiscal Stabilization Fund (SFSF) - Government Services, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.398,"Independent Living State Grants, Recovery Act ",2011,Department of Education,0.00,,0.00,0.00
84.399,"Independent Living Services for Older Individuals Who are Blind, Recovery Act ",2011,Department of Education,0.00,,0.00,0.00
84.402,"Consolidated Grants to the Outlying Areas, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
84.404,"Impact Aid -- School Construction Formula Grants, Recovery Act",2011,Department of Education,0.00,,0.00,0.00
93.041,"Special Programs for the Aging_Title VII, Chapter 3_Programs for Prevention of Elder Abuse, Neglect, and Exploitation",2011,Department of Health and Human Services,5005440.00,,-5005440.00,-1.00
93.042,"Special Programs for the Aging_Title VII, Chapter 2_Long Term Care Ombudsman Services for Older Individuals",2011,Department of Health and Human Services,16827000.00,9195022.00,-7631978.00,-0.45
93.043,"Special Programs for the Aging_Title III, Part D_Disease Prevention and Health Promotion Services",2011,Department of Health and Human Services,21026000.00,,-21026000.00,-1.00
93.044,"Special Programs for the Aging_Title III, Part B_Grants for Supportive Services and Senior Centers",2011,Department of Health and Human Services,371348000.00,,-371348000.00,-1.00
93.045,"Special Programs for the Aging_Title III, Part C_Nutrition Services",2011,Department of Health and Human Services,648818000.00,504938787.00,-143879213.00,-0.22
93.052,"National Family Caregiver Support, Title III, Part E",2011,Department of Health and Human Services,154220000.00,,-154220000.00,-1.00
93.053,Nutrition Services Incentive Program ,2011,Department of Health and Human Services,161015000.00,64089807.00,-96925193.00,-0.60
93.071,Medicare Enrollment Assistance Program,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.090,Guardianship Assistance,2011,Department of Health and Human Services,83000000.00,12055157.00,-70944843.00,-0.85
93.124,Nurse Anesthetist Traineeships,2011,Department of Health and Human Services,1250000.00,,-1250000.00,-1.00
93.138,Protection and Advocacy for Individuals with Mental Illness,2011,Department of Health and Human Services,35652400.00,15886132.00,-19766268.00,-0.55
93.150,Projects for Assistance in Transition from Homelessness (PATH),2011,Department of Health and Human Services,62121000.00,,-62121000.00,-1.00
93.157,Centers of Excellence,2011,Department of Health and Human Services,24602000.00,,-24602000.00,-1.00
93.235,Abstinence Education Program,2011,Department of Health and Human Services,50000000.00,,-50000000.00,-1.00
93.267,State Grants for Protection and Advocacy Services,2011,Department of Health and Human Services,3300000.00,3272375.00,-27625.00,-0.01
93.358,Advanced Education Nursing Traineeships,2011,Department of Health and Human Services,16000000.00,,-16000000.00,-1.00
93.405,ARRA - Public Health Traineeship Program,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.556,Promoting Safe and Stable Families,2011,Department of Health and Human Services,392221737.00,,-392221737.00,-1.00
93.558,Temporary Assistance for Needy Families,2011,Department of Health and Human Services,16885992000.00,6390517573.00,-10495474427.00,-0.62
93.560,Family Support Payments to States_Assistance Payments,2011,Department of Health and Human Services,33000000.00,,-33000000.00,-1.00
93.563,Child Support Enforcement,2011,Department of Health and Human Services,4617995000.00,648501125.00,-3969493875.00,-0.86
93.566,Refugee and Entrant Assistance_State Administered Programs,2011,Department of Health and Human Services,379700000.00,69605262.00,-310094738.00,-0.82
93.568,Low-Income Home Energy Assistance,2011,Department of Health and Human Services,2510000000.00,2753752783.00,243752783.00,0.10
93.569,Community Services Block Grant,2011,Department of Health and Human Services,700000000.00,147920292.00,-552079708.00,-0.79
93.575,Child Care and Development Block Grant,2011,Department of Health and Human Services,2927081000.00,,-2927081000.00,-1.00
93.584,Refugee and Entrant Assistance_Targeted Assistance Grants,2011,Department of Health and Human Services,43731000.00,-217269.00,-43948269.00,-1.00
93.586,State Court Improvement Program,2011,Department of Health and Human Services,32089263.00,8589691.00,-23499572.00,-0.73
93.590,Community-Based Child Abuse Prevention Grants,2011,Department of Health and Human Services,41689000.00,,-41689000.00,-1.00
93.591,Family Violence Prevention and Services/Grants For Battered Women's Shelters_Grants to State Domestic Violence Coalitions,2011,Department of Health and Human Services,14000000.00,,-14000000.00,-1.00
93.594,Tribal Work Grants,2011,Department of Health and Human Services,7633000.00,,-7633000.00,-1.00
93.596,Child Care Mandatory and Matching Funds of the Child Care and Development Fund,2011,Department of Health and Human Services,3717000000.00,2023256216.00,-1693743784.00,-0.46
93.599,Chafee Education and Training Vouchers Program (ETV),2011,Department of Health and Human Services,45351000.00,,-45351000.00,-1.00
93.603,Adoption Incentive Payments,2011,Department of Health and Human Services,42000000.00,,-42000000.00,-1.00
93.617,Voting Access for Individuals with Disabilities_Grants to States,2011,Department of Health and Human Services,12154000.00,,-12154000.00,-1.00
93.618,Voting Access for Individuals with Disabilities-Grants for Protection and Advocacy Systems,2011,Department of Health and Human Services,5624100.00,-141.00,-5624241.00,-1.00
93.630,Developmental Disabilities Basic Support and Advocacy Grants,2011,Department of Health and Human Services,75066000.00,26899325.00,-48166675.00,-0.64
93.643,Children's Justice Grants to States,2011,Department of Health and Human Services,17000000.00,,-17000000.00,-1.00
93.645,Child Welfare Services_State Grants,2011,Department of Health and Human Services,281744000.00,,-281744000.00,-1.00
93.658,Foster Care_Title IV-E,2011,Department of Health and Human Services,4648000000.00,2069965614.00,-2578034386.00,-0.55
93.659,Adoption Assistance,2011,Department of Health and Human Services,2522000000.00,1133390208.00,-1388609792.00,-0.55
93.667,Social Services Block Grant,2011,Department of Health and Human Services,1700000000.00,510389234.00,-1189610766.00,-0.70
93.669,Child Abuse and Neglect State Grants,2011,Department of Health and Human Services,26535000.00,,-26535000.00,-1.00
93.671,Family Violence Prevention and Services/Grants for Battered Women's Shelters_Grants to States and Indian Tribes,2011,Department of Health and Human Services,109990000.00,0.00,-109990000.00,-1.00
93.674,Chafee Foster Care Independence Program,2011,Department of Health and Human Services,140000000.00,,-140000000.00,-1.00
93.705, Aging Home-Delivered Nutrition Services for States,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.710,ARRA - COMMUNITY SERVICES BLOCK GRANT ,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.713,ARRA  CHILD CARE AND DEVELOPMENT BLOCK GRANT ,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.714,ARRA  EMERGENCY CONTINGENCY FUND FOR TEMPORARY ASSISTANCE FOR NEEDY FAMILIES (TANF) STATE PROGRAMS,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.716,ARRA  TEMPORARY ASSISTANCE FOR NEEDY FAMILIES (TANF) SUPPLEMENTAL GRANTS,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.767,State Children's Insurance Program,2011,Department of Health and Human Services,13459000000.00,2357006929.00,-11101993071.00,-0.82
93.777,State Survey and Certification of Health Care Providers and Suppliers,2011,Department of Health and Human Services,362000000.00,183397520.00,-178602480.00,-0.49
93.778,Medical Assistance Program,2011,Department of Health and Human Services,271445602000.00,157665569489.00,-113780032511.00,-0.42
93.780,Grants to States for Operation of Qualified High-Risk Pools,2011,Department of Health and Human Services,0.00,,0.00,0.00
93.889,National Bioterrorism Hospital Preparedness Program,2011,Department of Health and Human Services,390500000.00,,-390500000.00,-1.00
93.917,HIV Care Formula Grants,2011,Department of Health and Human Services,1283791000.00,-33599.00,-1283824599.00,-1.00
93.958,Block Grants for Community Mental Health Services,2011,Department of Health and Human Services,399735000.00,106900256.00,-292834744.00,-0.73
93.959,Block Grants for Prevention and Treatment of Substance Abuse,2011,Department of Health and Human Services,1708661450.00,179169510.00,-1529491940.00,-0.90
93.964,Public Health Traineeships,2011,Department of Health and Human Services,1436417.00,,-1436417.00,-1.00
93.975,National All Schedules Prescription Electronic Reporting Grant,2011,Department of Health and Human Services,2000000.00,,-2000000.00,-1.00
93.994,Maternal and Child Health Services Block Grant to the States,2011,Department of Health and Human Services,1123406108.00,226416315.00,-896989793.00,-0.80
97.012,Boating Safety Financial Assistance,2011,Department of Homeland Security,118999552.00,1465960.00,-117533592.00,-0.99
97.024,Emergency Food and Shelter National Board Program,2011,Department of Homeland Security,100000000.00,,-100000000.00,-1.00
97.067,Homeland Security Grant Program,2011,Department of Homeland Security,2100000000.00,-20376492.00,-2120376492.00,-1.01
97.073,State Homeland Security Program (SHSP),2011,Department of Homeland Security,1000000000.00,,-1000000000.00,-1.00
10.093,Voluntary Public Access and Habitat Incentive Program,2011,Department of Agriculture,16667000.00,,-16667000.00,-1.00
84.410,Education Jobs Fund,2011,Department of Education,0.00,17533686.00,17533686.00,
10.103,2009 Aquaculture Grant Program,2011,Department of Agriculture,20000000.00,,-20000000.00,-1.00
10.104,Poultry Loss Contract Grant Assistance Program,2011,Department of Agriculture,60000000.00,,-60000000.00,-1.00
15.668,Coastal Impact Assistance Program ,2011,Department of the Interior,300000000.00,,-300000000.00,-1.00
84.371,Striving Readers,2011,Department of Education,237000000.00,10000000.00,-227000000.00,-0.96
93.530,Affordable Care Act - Teaching Health Center Graduate Medical Education Payments Program,2011,Department of Health and Human Services,230000000.00,1900000.00,-228100000.00,-0.99
93.796,State Survey Certification of Health Care Providers and Suppliers (Title XIX) Medicaid,2011,Department of Health and Human Services,234567000.00,,-234567000.00,-1.00
10.001,Agricultural Research_Basic and Applied Research,2011,Department of Agriculture,21500000.00,10550544.00,-10949456.00,-0.51
10.156,Federal-State Marketing Improvement Program,2011,Department of Agriculture,2634000.00,,-2634000.00,-1.00
10.168,Farmers' Market Promotion Program,2011,Department of Agriculture,10000000.00,,-10000000.00,-1.00
10.169,Specialty Crop Block Grant Program,2011,Department of Agriculture,0.00,,0.00,0.00
10.170,Specialty Crop Block Grant Program - Farm Bill,2011,Department of Agriculture,55000000.00,,-55000000.00,-1.00
10.200,"Grants for Agricultural Research, Special Research Grants",2011,Department of Agriculture,23500934.00,-91557.00,-23592491.00,-1.00
10.206,Grants for Agricultural Research_Competitive Research Grants,2011,Department of Agriculture,0.00,109116.00,109116.00,
10.210,Food and Agricultural Sciences National Needs Graduate Fellowship Grants,2011,Department of Agriculture,3657727.00,3311931.00,-345796.00,-0.09
10.212,Small Business Innovation Research,2011,Department of Agriculture,19244791.00,-5586.00,-19250377.00,-1.00
10.215,Sustainable Agriculture Research and Education,2011,Department of Agriculture,14040000.00,,-14040000.00,-1.00
10.216,1890 Institution Capacity Building Grants,2011,Department of Agriculture,17225580.00,15576.00,-17210004.00,-1.00
10.217,Higher Education Challenge Grants,2011,Department of Agriculture,7827840.00,-1068.00,-7828908.00,-1.00
10.219,Biotechnology Risk Assessment Research,2011,Department of Agriculture,3810820.00,-488.00,-3811308.00,-1.00
10.220,Higher Education Multicultural Scholars Program,2011,Department of Agriculture,1177107.00,926000.00,-251107.00,-0.21
10.223,Hispanic Serving Institutions Education Grants,2011,Department of Agriculture,8844818.00,-17432.00,-8862250.00,-1.00
10.225,Community Food Projects,2011,Department of Agriculture,4800000.00,0.00,-4800000.00,-1.00
10.226,Secondary and Two-Year Postsecondary Agriculture Education Challenge Grants,2011,Department of Agriculture,3343680.00,-881.00,-3344561.00,-1.00
10.227,1994 Institutions Research Program,2011,Department of Agriculture,1678480.00,,-1678480.00,-1.00
10.228,Alaska Native Serving and Native Hawaiian Serving Institutions Education Grants,2011,Department of Agriculture,3072000.00,,-3072000.00,-1.00
10.290,Agricultural Market and Economic Research,2011,Department of Agriculture,588000.00,,-588000.00,-1.00
10.303,Integrated Programs,2011,Department of Agriculture,1927820.00,-200853.00,-2128673.00,-1.10
10.304,Homeland Security_Agricultural,2011,Department of Agriculture,9397780.00,-6011.00,-9403791.00,-1.00
10.305,International Science and Education Grants,2011,Department of Agriculture,2849155.00,-9018.00,-2858173.00,-1.00
10.306,BIODIESEL,2011,Department of Agriculture,960000.00,,-960000.00,-1.00
10.307,Organic Agriculture Research and Extension Initiative,2011,Department of Agriculture,19117032.00,,-19117032.00,-1.00
10.308,Resident Instruction Grants for Insular Area Activities,2011,Department of Agriculture,859446.00,,-859446.00,-1.00
10.309,Specialty Crop Research Initiative,2011,Department of Agriculture,46668427.00,,-46668427.00,-1.00
10.310,Agriculture and Food Research Initiative (AFRI) ,2011,Department of Agriculture,397533280.00,101134002.00,-296399278.00,-0.75
10.311,Beginning Farmer and Rancher Development Program,2011,Department of Agriculture,18145504.00,,-18145504.00,-1.00
10.312,Biomass Research and Development Initiative Competitive Grants Program (BRDI),2011,Department of Agriculture,28800000.00,-483507.00,-29283507.00,-1.02
10.314,NEW ERA RURAL TECHNOLOGY COMPETITIVE GRANTS PROGRAM    ,2011,Department of Agriculture,809870.00,,-809870.00,-1.00
10.316,Healthy Urban Food Enterprise Development Center (HUFED),2011,Department of Agriculture,900000.00,,-900000.00,-1.00
10.317,Food Aid Nutrition Enhancement Program,2011,Department of Agriculture,0.00,,0.00,0.00
10.318,"Women and Minorities in Science, Technology, Engineering, and",2011,Department of Agriculture,364000.00,,-364000.00,-1.00
10.319,Farm Business Management and Benchmarking Competitive Grants Program,2011,Department of Agriculture,0.00,,0.00,0.00
10.320,Sun Grant Program,2011,Department of Agriculture,0.00,,0.00,0.00
10.417,Very Low-Income Housing Repair Loans and Grants,2011,Department of Agriculture,31000000.00,,-31000000.00,-1.00
10.420,Rural Self-Help Housing Technical Assistance,2011,Department of Agriculture,37000000.00,587304.00,-36412696.00,-0.98
10.433,Rural Housing Preservation Grants,2011,Department of Agriculture,10146815.00,,-10146815.00,-1.00
10.435,State Mediation Grants,2011,Department of Agriculture,4369000.00,,-4369000.00,-1.00
10.441,Technical and Supervisory Assistance Grants,2011,Department of Agriculture,0.00,250000.00,250000.00,
10.442,Housing Application Packaging Grants,2011,Department of Agriculture,0.00,,0.00,0.00
10.446,Rural Community Development Initiative,2011,Department of Agriculture,6412200.00,,-6412200.00,-1.00
10.447,The Rural Development (RD) Multi-Family Housing  Revitalization Demonstration Program  (MPR),2011,Department of Agriculture,27000000.00,,-27000000.00,-1.00
10.479,Food Safety Cooperative Agreements,2011,Department of Agriculture,8879000.00,,-8879000.00,-1.00
10.576,Senior Farmers Market Nutrition Program,2011,Department of Agriculture,20600000.00,-271766.00,-20871766.00,-1.01
10.579,Child Nutrition Discretionary Grants Limited Availability,2011,Department of Agriculture,0.00,10731527.00,10731527.00,
10.582,Fresh Fruit and Vegetable Program ,2011,Department of Agriculture,150000000.00,95450214.00,-54549786.00,-0.36
10.652,Forestry Research,2011,Department of Agriculture,13270000.00,630003.00,-12639997.00,-0.95
10.672,"Rural Development, Forestry, and Communities",2011,Department of Agriculture,800000.00,16937.00,-783063.00,-0.98
10.674,Forest Products Lab: Technology Marketing Unit  (TMU),2011,Department of Agriculture,4200000.00,-828.00,-4200828.00,-1.00
10.675,Urban and Community Forestry Program,2011,Department of Agriculture,0.00,5027767.00,5027767.00,
10.676,Forest Legacy Program,2011,Department of Agriculture,100100000.00,-444447.00,-100544447.00,-1.00
10.678,Forest Stewardship Program,2011,Department of Agriculture,29516000.00,-160097.00,-29676097.00,-1.01
10.681,Wood  Education and Resource  Center (WERC),2011,Department of Agriculture,1000000.00,,-1000000.00,-1.00
10.684,International Forestry Programs,2011,Department of Agriculture,1500000.00,719921.00,-780079.00,-0.52
10.689,Community Forest and Open Space Conservation Program (CFP),2011,Department of Agriculture,1000000.00,,-1000000.00,-1.00
10.690,Lake Tahoe Erosion Control Grant Program,2011,Department of Agriculture,10000000.00,-73002.00,-10073002.00,-1.01
10.695,Eastern Nevada Landscape Restoration Project (ENLRP),2011,Department of Agriculture,335000.00,,-335000.00,-1.00
10.759,Part 1774  Special Evaluation Assistance for Rural Communities and Households Program (SEARCH),2011,Department of Agriculture,5000000.00,,-5000000.00,-1.00
10.760,Water and Waste Disposal Systems for Rural Communities,2011,Department of Agriculture,35172800.00,,-35172800.00,-1.00
10.761,Technical Assistance and Training Grants,2011,Department of Agriculture,19500000.00,,-19500000.00,-1.00
10.762,Solid Waste Management Grants,2011,Department of Agriculture,3441000.00,,-3441000.00,-1.00
10.763,Emergency Community Water Assistance Grants,2011,Department of Agriculture,2648485.00,149450.00,-2499035.00,-0.94
10.766,Community Facilities Loans and Grants,2011,Department of Agriculture,20000000.00,,-20000000.00,-1.00
10.769,Rural Business Enterprise Grants,2011,Department of Agriculture,39000000.00,-983880.00,-39983880.00,-1.03
10.770,Water and Waste Disposal Loans and Grants (Section 306C),2011,Department of Agriculture,40500000.00,797000.00,-39703000.00,-0.98
10.780,Community Facilities Loans and Grants,2011,Department of Agriculture,0.00,-260551.00,-260551.00,
10.781,Water and Waste Disposal Systems for Rural Communities - ARRA,2011,Department of Agriculture,0.00,,0.00,0.00
10.855,Distance Learning and Telemedicine Loans and Grants,2011,Department of Agriculture,30000000.00,20169492.00,-9830508.00,-0.33
10.857,State Bulk Fuel Revolving Fund Grants,2011,Department of Agriculture,0.00,,0.00,0.00
10.858,Denali Commmission Grants and Loans,2011,Department of Agriculture,8000000.00,,-8000000.00,-1.00
10.859,Assistance to High Energy Cost Rural Communities,2011,Department of Agriculture,0.00,,0.00,0.00
10.861,Public Television Station Digital Transition Grant Program,2011,Department of Agriculture,4500000.00,897838.00,-3602162.00,-0.80
10.862,Household Water Well System Grant Program,2011,Department of Agriculture,993000.00,,-993000.00,-1.00
10.863,Community Connect Grant Program,2011,Department of Agriculture,17976000.00,,-17976000.00,-1.00
10.864,Grant Program to Establish a Fund for Financing Water and Wastewater Projects,2011,Department of Agriculture,497000.00,,-497000.00,-1.00
10.904,Watershed Protection and Flood Prevention,2011,Department of Agriculture,40572400.00,5125965.00,-35446435.00,-0.87
10.916,Watershed Rehabilitation Program,2011,Department of Agriculture,25961000.00,859700.00,-25101300.00,-0.97
10.923,Emergency Watershed Protection Program,2011,Department of Agriculture,93076900.00,3197619.00,-89879281.00,-0.97
10.961,Scientific Cooperation and Research,2011,Department of Agriculture,350000.00,,-350000.00,-1.00
11.010,Community Trade Adjustment Assistance ,2011,Department of Commerce,0.00,,0.00,0.00
11.313,Trade Adjustment Assistance for Firms,2011,Department of Commerce,15800000.00,,-15800000.00,-1.00
11.432,Office of Oceanic and Atmospheric Research (OAR) Joint and Cooperative Institutes,2011,Department of Commerce,147000000.00,3689076.00,-143310924.00,-0.97
11.550,Public Telecommunications Facilities Planning and Construction,2011,Department of Commerce,0.00,-1066023.00,-1066023.00,
11.553,Special Projects,2011,Department of Commerce,3500.00,,-3500.00,-1.00
11.557,Broadband Technology Opportunities Program (BTOP),2011,Department of Commerce,0.00,-1722371.00,-1722371.00,
11.558,State Broadband Data and Development Grant Program,2011,Department of Commerce,0.00,,0.00,0.00
11.559,Low-Power Television and Translator Upgrade Program,2011,Department of Commerce,2200000.00,381780.00,-1818220.00,-0.83
12.117,"ARRA Cooperative Agreements, New Mexico",2011,Department of Defense,0.00,,0.00,0.00
12.122,"Title VI - Cheyenne River Sioux Tribe, Lower Brule Sioux Tribe, and Terrestrial Wildlife Habitat Restoration, South Dakota - ARRA",2011,Department of Defense,0.00,,0.00,0.00
12.360,Research on Chemical and Biological Defense,2011,Department of Defense,1000000.00,224203.00,-775797.00,-0.78
12.551,National Security Education Program David L. Boren Scholarships,2011,Department of Defense,2000000.00,,-2000000.00,-1.00
12.552,National Security Education Program David L. Boren Fellowships,2011,Department of Defense,2000000.00,,-2000000.00,-1.00
12.553,National Flagship Language Program Fellowships,2011,Department of Defense,1000000.00,,-1000000.00,-1.00
12.555,English for Heritage Language Speakers Scholarships,2011,Department of Defense,1500000.00,,-1500000.00,-1.00
12.560,"DOD, NDEP, DOTC-STEM Education Outreach Implementation",2011,Department of Defense,6500000.00,,-6500000.00,-1.00
12.599,Congressionally Directed Assistance,2011,Department of Defense,0.00,,0.00,0.00
12.630,"Basic, Applied, and Advanced Research in Science and Engineering",2011,Department of Defense,50000000.00,28787985.00,-21212015.00,-0.42
12.631,"Science, Technology, Engineering and Mathematics (STEM) Educational Program: Science, Mathematics And Research for Transformation (SMART)",2011,Department of Defense,50000000.00,,-50000000.00,-1.00
12.800,Air Force Defense Research Sciences Program,2011,Department of Defense,365000000.00,127789509.00,-237210491.00,-0.65
14.169,Housing Counseling Assistance Program,2011,Department of Housing and Urban Development,0.00,3338315.00,3338315.00,
14.191,Multifamily Housing Service Coordinators,2011,Department of Housing and Urban Development,0.00,12796561.00,12796561.00,
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,2011,Department of Housing and Urban Development,6930000.00,1877526.00,-5052474.00,-0.73
14.227,Community Development Block Grants/Technical Assistance Program,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.235,Supportive Housing Program,2011,Department of Housing and Urban Development,1289057000.00,45622903.00,-1243434097.00,-0.96
14.238,Shelter Plus Care,2011,Department of Housing and Urban Development,530250000.00,78450787.00,-451799213.00,-0.85
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.247,Self-Help Homeownership Opportunity Program,2011,Department of Housing and Urban Development,0.00,-6640.00,-6640.00,
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,2011,Department of Housing and Urban Development,9143000.00,,-9143000.00,-1.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",2011,Department of Housing and Urban Development,0.00,67195350.00,67195350.00,
14.252,Section 4 Capacity Building for Affordable Housing and Community Development Grants,2011,Department of Housing and Urban Development,60000000.00,2658327.00,-57341673.00,-0.96
14.314,Assisted Living Conversion for Eligible Multifamily Housing Projects,2011,Department of Housing and Urban Development,0.00,11209217.00,11209217.00,
14.315,Emergency Capital Repair Grants for Multifamily Housing Projects Designated for Occupancy,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.316,Housing Counseling Training Program,2011,Department of Housing and Urban Development,6000000.00,,-6000000.00,-1.00
14.318,Assisted Housing Stability and Energy and Green Retrofit Investments Program (Recovery Act Funded),2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.401,Fair Housing Assistance Program_State and Local,2011,Department of Housing and Urban Development,28215000.00,6170643.00,-22044357.00,-0.78
14.408,Fair Housing Initiatives Program,2011,Department of Housing and Urban Development,31754000.00,4381896.00,-27372104.00,-0.86
14.416,Educaction and Outreach Initiatives,2011,Department of Housing and Urban Development,6980000.00,,-6980000.00,-1.00
14.418,Private Enforcement Initiatives ,2011,Department of Housing and Urban Development,21274000.00,787933.00,-20486067.00,-0.96
14.419,Section 3 Technical Assistance,2011,Department of Housing and Urban Development,0.00,,0.00,0.00
14.506,General Research and Technology Activity,2011,Department of Housing and Urban Development,87000000.00,1832808.00,-85167192.00,-0.98
14.514,Hispanic-Serving Institutions Assisting Communities,2011,Department of Housing and Urban Development,6520000.00,,-6520000.00,-1.00
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,2011,Department of Housing and Urban Development,3265000.00,599916.00,-2665084.00,-0.82
14.516,Doctoral Dissertation Research Grants,2011,Department of Housing and Urban Development,0.00,0.00,0.00,0.00
14.519,Tribal Colleges and Universities Program,2011,Department of Housing and Urban Development,5435000.00,2300000.00,-3135000.00,-0.58
14.520,Historically Black Colleges and Universities Program,2011,Department of Housing and Urban Development,9780000.00,0.00,-9780000.00,-1.00
14.523,Transformation Initiative Research Grants: Sustainable Community Research Grant Program,2011,Department of Housing and Urban Development,0.00,4078553.00,4078553.00,
